PROM_NUMBER,WORO_SERO_ID,PRIORITY,VENDOR,EQUP_INDEX,DEGRADED_KPI,KPI_VALUE,THRESHOLD,EQUP_EQUT_ABBREVIATION,INITIAL_ALARM,TT_CREATED,WORO_WORG_NAME,DURATION_HOUR,WORO_STAS_ABBREVIATION,ROOTCAUSE,CITY,REGION,PROVINCE,ALARM_COUNT,REPORTED,PROS_DESCRIPTION,MTTA_5_8,MTTR_5_8,DW_H
13839815,NF_08092022000063093,MAJOR,HUAWEI,"MSBEB | LABEL=B049E, GCI=432111C36",2G_LUSR_ATT_Huawei,92.71,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:10 AM",CTO_NAK_TEHRAN_LAC,62.07,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,5,"Sep 10, 2022 12:18 PM",Confirmed,11,17.24,Daily_Weekly
13839819,NF_08092022000063100,MAJOR,HUAWEI,"MSBEB | LABEL=B079E, GCI=4321108A5",2G_LUSR_ATT_Huawei,92.478,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:10 AM",CTO_NAK_TEHRAN_LAC,58.02,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,5,"Sep 10, 2022 12:54 AM",Confirmed,11,12.95,Daily_Weekly
13839821,NF_08092022000063107,MAJOR,HUAWEI,"MSKZB | LABEL=B021E, GCI=43211089D",2G_LUSR_ATT_Huawei,92.92,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:10 AM",CTO_NAK_TEHRAN_LAC,59.32,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,3,"Sep 9, 2022 12:31 PM",Confirmed,11.01,14.5,Daily_Weekly
13839822,NF_08092022000063109,MAJOR,HUAWEI,"MSKZB | LABEL=B044H, GCI=432111079",2G_LUSR_ATT_Huawei,92.931,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:10 AM",CTO_NAK_TEHRAN_LAC,59.55,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 9, 2022 5:13 PM",Confirmed,11.72,14.71,Daily_Weekly
13839823,NF_08092022000063111,MAJOR,HUAWEI,"MSKZB | LABEL=B049E, GCI=432112013",2G_LUSR_ATT_Huawei,92.811,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:10 AM",CTO_NAK_TEHRAN_LAC,58.35,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,5,"Sep 9, 2022 2:10 PM",Confirmed,11.72,13.28,Daily_Weekly
13839824,NF_08092022000063113,MAJOR,HUAWEI,"MSRHC | LABEL=B027E, GCI=4321123FE",2G_LUSR_ATT_Huawei,92.453,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:11 AM",CTO_NAK_TEHRAN_LAC,61.99,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 10, 2022 12:11 PM",Confirmed,11.71,17.17,Daily_Weekly
13839825,NF_08092022000063115,MAJOR,HUAWEI,"MSRHC | LABEL=B054H, GCI=43211145C",2G_LUSR_ATT_Huawei,92.829,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:11 AM",CTO_NAK_TEHRAN_LAC,59.9,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,2,"Sep 9, 2022 10:52 AM",Confirmed,11.7,14.9,Daily_Weekly
13839826,NF_08092022000063117,MAJOR,HUAWEI,"MSRHC | LABEL=B064H, GCI=432111466",2G_LUSR_ATT_Huawei,92.778,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:11 AM",CTO_NAK_TEHRAN_LAC,80.63,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,5,"Sep 10, 2022 12:11 PM",Confirmed,11.7,20.82,Daily_Weekly
13839827,NF_08092022000063119,MAJOR,HUAWEI,"MSRHC | LABEL=LAC_3214, GCI=432110C8E",2G_LUSR_ATT_Huawei,92.824,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:11 AM",CTO_NAK_TEHRAN_LAC,59.95,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 9, 2022 12:31 PM",Confirmed,11.7,15.13,Daily_Weekly
13839828,NF_08092022000063121,MAJOR,HUAWEI,"MSTDB | LABEL=LAC_3214, GCI=432110C8E",2G_LUSR_ATT_Huawei,92.788,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,07-Sep-2022 22:00:00,"Sep 8, 2022 2:11 AM",CTO_NAK_TEHRAN_LAC,58.36,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 9, 2022 12:32 PM",Confirmed,11.7,13.17,Daily_Weekly
13839829,NF_08092022000063123,MAJOR,,TH | TH2L2326B1,IntraF_HOOut_SR(Cell_HuLTE),67.558,"IsLessThan 70  AND  IsGreaterThan 0 ",ENODEB,05-Sep-2022 00:00:00,"Sep 8, 2022 2:11 AM",CTO_NAK_TEHRAN_OPT,157.48,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Sep 8, 2022 2:11 AM",Confirmed,11.69,52.67,Daily_Weekly
13839830,NF_08092022000063125,MAJOR,HUAWEI,QN | QN1L0250A1,IntraF_HOOut_SR(Cell_HuLTE),59.055,"IsLessThan 70  AND  IsGreaterThan 0 ",ENODEB,05-Sep-2022 00:00:00,"Sep 8, 2022 2:11 AM",CTO_FARAFAN_OPT,249.49,INPROGRESS,OTHERS-UNKNOWN ISSUE,,CENTRAL_R,QAZVIN_P,1,"Sep 8, 2022 2:11 AM",INITIAL DIAGNOSIS,11.18,,Daily_Weekly
13839831,NF_08092022000063127,MAJOR,,NK | NK2L0006C1,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),54.013,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,05-Sep-2022 00:00:00,"Sep 8, 2022 2:12 AM",CTO_BRTEL_OPT,48.4,CLOSED,ALARM MISSED,,NORTHEAST_R,N KHORASAN_P,1,"Sep 8, 2022 2:12 AM",Confirmed,2.9,9,Daily_Weekly
13839832,NF_08092022000063130,MAJOR,NOKIA,NK | NK2L0125C1,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),50.667,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,05-Sep-2022 00:00:00,"Sep 8, 2022 2:12 AM",CTO_BRTEL_OPT,82.32,CLOSED,ALARM MISSED,,NORTHEAST_R,N KHORASAN_P,1,"Sep 8, 2022 2:12 AM",Confirmed,2.89,22.52,Daily_Weekly
13839849,NF_08092022000063165,MAJOR,HUAWEI,"ESKZE | NODENAME=USN, TAI GROUP NAME=432117637",ESM_failure_vs_Attach_Req_%,99.026,"IsGreaterThan 50    ",USN,07-Sep-2022 03:00:00,"Sep 8, 2022 2:17 AM",CTO_CORE_OPT_WG,249.39,ASSIGNED,,,NONE_R,NONE_P,1,"Sep 8, 2022 2:17 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13839850,NF_08092022000063167,MAJOR,NSN,KH | KH3L1228B1,S1signal_Connection_Setup_SR(Nokia_LTE_CELL),93.921,"IsLessThanOrEqual 95    ",ENODEB,05-Sep-2022 00:00:00,"Sep 8, 2022 2:17 AM",CTO_NAK_NOKIA_OPT,63.52,CLOSED,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,1,"Sep 8, 2022 2:17 AM",Confirmed,11.69,18,Daily_Weekly
13839851,NF_08092022000063169,MAJOR,NSN,KH | KH3L1634A1,S1signal_Connection_Setup_SR(Nokia_LTE_CELL),90.264,"IsLessThanOrEqual 95    ",ENODEB,05-Sep-2022 00:00:00,"Sep 8, 2022 2:17 AM",CTO_NAK_NOKIA_OPT,63.37,CLOSED,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,1,"Sep 8, 2022 2:17 AM",Confirmed,11.69,18,Daily_Weekly
13793786,NF_30082022000073656,MAJOR,,"MSKZB | LABEL=5211, GCI=43211145B",2G_LUSR_ATT_Huawei,89.251,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:31 AM",CTO_NAK_TEHRAN_LAC,173.79,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:31 AM",Confirmed,3.86,59.55,Daily_Weekly
13793789,NF_30082022000073658,MAJOR,HUAWEI,"MSKZB | LABEL=5215, GCI=43211145F",2G_LUSR_ATT_Huawei,86.586,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,148.8,CLOSED,OTHER,,TEHRAN_R,TEHRAN_P,2,"Sep 4, 2022 11:05 AM",Confirmed,3.87,49.7,Daily_Weekly
13793790,NF_30082022000073659,MAJOR,,"MSKZB | LABEL=7224, GCI=432111C38",2G_LUSR_ATT_Huawei,87.116,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,98.33,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:32 AM",Confirmed,3.87,29.28,Daily_Weekly
13793791,NF_30082022000073662,MAJOR,HUAWEI,"MSKZB | LABEL=B003E-B028E-B029E, GCI=432111C25",2G_LUSR_ATT_Huawei,89.259,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,267.58,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,10,"Sep 10, 2022 1:53 PM",Confirmed,3.87,84.22,Daily_Weekly
13793792,NF_30082022000073663,MAJOR,,"MSKZB | LABEL=B021E, GCI=43211106D",2G_LUSR_ATT_Huawei,92.522,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,100.12,CLOSED,OTHER,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:32 AM",Confirmed,3.87,31,Daily_Weekly
13793793,NF_30082022000073664,MAJOR,HUAWEI,"MSKZB | LABEL=B028E-B027E, GCI=4321123FB",2G_LUSR_ATT_Huawei,86.165,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,287.31,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,9,"Sep 10, 2022 12:18 PM",Confirmed,3.87,89.26,Daily_Weekly
13793794,NF_30082022000073666,MAJOR,HUAWEI,"MSKZB | LABEL=B078E, GCI=432111075",2G_LUSR_ATT_Huawei,90.41,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,121.83,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,2,"Sep 3, 2022 11:49 AM",Confirmed,3.88,37.77,Daily_Weekly
13793797,NF_30082022000073667,MAJOR,HUAWEI,"MSKZB | LABEL=LAC_6223, GCI=43211184F",2G_LUSR_ATT_Huawei,89.285,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,148.74,CLOSED,OTHER,,TEHRAN_R,TEHRAN_P,4,"Sep 4, 2022 9:57 PM",Confirmed,3.88,49.68,Daily_Weekly
13793798,NF_30082022000073668,MAJOR,HUAWEI,"MSRHC | LABEL=5211, GCI=43211145B",2G_LUSR_ATT_Huawei,88.847,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,148.78,CLOSED,OTHER,,TEHRAN_R,TEHRAN_P,2,"Sep 4, 2022 11:06 AM",Confirmed,3.88,49.69,Daily_Weekly
13793799,NF_30082022000073669,MAJOR,HUAWEI,"MSRHC | LABEL=5215, GCI=43211145F",2G_LUSR_ATT_Huawei,86.212,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:32 AM",CTO_NAK_TEHRAN_LAC,171.59,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 6, 2022 11:45 AM",Confirmed,3.88,57.42,Daily_Weekly
13793801,NF_30082022000073671,MAJOR,,"MSRHC | LABEL=7224, GCI=432111C38",2G_LUSR_ATT_Huawei,87.457,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,99.92,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:33 AM",Confirmed,3.89,30.69,Daily_Weekly
13793804,NF_30082022000073673,MAJOR,,"MSRHC | LABEL=B003E-B028E-B029E, GCI=432111C25",2G_LUSR_ATT_Huawei,89.115,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,98.28,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:33 AM",Confirmed,3.89,29.25,Daily_Weekly
13793806,NF_30082022000073674,MAJOR,,"MSRHC | LABEL=B021E, GCI=43211106D",2G_LUSR_ATT_Huawei,92.402,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,98.93,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:33 AM",Confirmed,3.89,29.9,Daily_Weekly
13793807,NF_30082022000073675,MAJOR,HUAWEI,"MSRHC | LABEL=B028E-B027E, GCI=4321123FB",2G_LUSR_ATT_Huawei,86.555,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,287.22,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,8,"Sep 10, 2022 12:19 PM",Confirmed,3.9,89.19,Daily_Weekly
13793810,NF_30082022000073685,MAJOR,,"MSRHC | LABEL=B064H, GCI=432111467",2G_LUSR_ATT_Huawei,89.697,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,98.96,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:33 AM",Confirmed,3.9,29.89,Daily_Weekly
13793813,NF_30082022000073686,MAJOR,HUAWEI,"MSRHC | LABEL=LAC_6223, GCI=43211184F",2G_LUSR_ATT_Huawei,89.636,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,173.76,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 5, 2022 11:14 PM",Confirmed,3.9,59.7,Daily_Weekly
13793816,NF_30082022000073687,MAJOR,HUAWEI,"MSTDB | LABEL=5211, GCI=43211145B",2G_LUSR_ATT_Huawei,89.015,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,170.38,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,2,"Sep 4, 2022 11:06 AM",Confirmed,3.9,56.3,Daily_Weekly
13793817,NF_30082022000073688,MAJOR,HUAWEI,"MSTDB | LABEL=5215, GCI=43211145F",2G_LUSR_ATT_Huawei,86.857,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:33 AM",CTO_NAK_TEHRAN_LAC,148.87,CLOSED,OTHER,,TEHRAN_R,TEHRAN_P,3,"Sep 4, 2022 11:06 AM",Confirmed,3.9,49.69,Daily_Weekly
13793840,NF_30082022000073735,EMERGENCY,HUAWEI,"MSAHA | LABEL=B5613H, GCI=432110A5C",2G_LUSR_ATT_Huawei,70.519,"IsLessThan 75    ",MSS,30-Aug-2022 09:00:00,"Aug 30, 2022 10:39 AM",CTO_NAK_HUAWEI_LAC,28.74,CLOSED,OTHER,,SOUTH_R,KHUZESTAN_P,1,"Aug 30, 2022 10:39 AM",Confirmed,3.85,13.64,Daily_Weekly
13793841,NF_30082022000073737,EMERGENCY,HUAWEI,"MSAHB | LABEL=B5613H, GCI=432110A5C",2G_LUSR_ATT_Huawei,70.462,"IsLessThan 75    ",MSS,30-Aug-2022 09:00:00,"Aug 30, 2022 10:39 AM",CTO_NAK_HUAWEI_LAC,28.74,CLOSED,OTHER,,SOUTH_R,KHUZESTAN_P,1,"Aug 30, 2022 10:39 AM",Confirmed,3.86,13.64,Daily_Weekly
13793842,NF_30082022000073739,EMERGENCY,HUAWEI,"MSAHC | LABEL=B5613H, GCI=432110A5C",2G_LUSR_ATT_Huawei,70.641,"IsLessThan 75    ",MSS,30-Aug-2022 09:00:00,"Aug 30, 2022 10:39 AM",CTO_NAK_HUAWEI_LAC,28.74,CLOSED,OTHER,,SOUTH_R,KHUZESTAN_P,1,"Aug 30, 2022 10:39 AM",Confirmed,3.86,13.63,Daily_Weekly
13793843,NF_30082022000073741,MAJOR,HUAWEI,"MSTDB | LABEL=B028E-B027E, GCI=4321123FB",2G_LUSR_ATT_Huawei,86.221,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:39 AM",CTO_NAK_TEHRAN_LAC,287.36,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,9,"Sep 10, 2022 12:19 PM",Confirmed,3.86,89.17,Daily_Weekly
13793844,NF_30082022000073743,MAJOR,HUAWEI,"MSTDB | LABEL=B032E, GCI=43211106F",2G_LUSR_ATT_Huawei,87.774,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:39 AM",CTO_NAK_TEHRAN_LAC,143.32,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,5,"Sep 4, 2022 3:39 PM",Confirmed,3.86,44.13,Daily_Weekly
13793845,NF_30082022000073745,MAJOR,HUAWEI,"MSTDB | LABEL=B064H, GCI=432111467",2G_LUSR_ATT_Huawei,89.25,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:39 AM",CTO_NAK_TEHRAN_LAC,99.35,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 30, 2022 10:39 AM",Confirmed,3.85,30.23,Daily_Weekly
13793846,NF_30082022000073748,MAJOR,HUAWEI,"MSTDB | LABEL=LAC_6223, GCI=43211184F",2G_LUSR_ATT_Huawei,89.204,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,30-Aug-2022 07:00:00,"Aug 30, 2022 10:40 AM",CTO_NAK_TEHRAN_LAC,171.47,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 5, 2022 11:14 PM",Confirmed,3.85,57.35,Daily_Weekly
13820900,NF_04092022000026501,MAJOR,HUAWEI,"MSKSA | LABEL=B7831H_B7832H_20831, GCI=43211515F",2G_PSR_ATT_Huawei,88.714,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_HUAWEI_LAC,10.27,CLOSED,OTHER OPTIMIZATION ACTIVITY,,WEST_R,KERMANSHAH_P,2,"Sep 4, 2022 6:50 PM",Confirmed,2.71,2.71,Daily_Weekly
13820901,NF_04092022000026504,MAJOR,,"MSNOA | LABEL=B5110E_6191, GCI=43211182F",2G_PSR_ATT_Huawei,89.197,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_NAK_NORTH_LAC,23.49,CLOSED,OTHER,,NORTHEAST_R,MAZANDARAN_P,1,"Sep 4, 2022 2:15 PM",Confirmed,1.44,8.45,Daily_Weekly
13820902,NF_04092022000026505,MAJOR,HUAWEI,"MSSEB | LABEL=B4231N_1274, GCI=4321104FA",2G_PSR_ATT_Huawei,89.519,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_NAK_NOKIA_LAC,171.04,CLOSED,OTHER,,CENTRAL_R,SEMNAN_P,8,"Sep 10, 2022 1:54 PM",Confirmed,1.44,56.71,Daily_Weekly
13820903,NF_04092022000026507,MAJOR,HUAWEI,"MSSRA | LABEL=B5110E, GCI=43211105F",2G_PSR_ATT_Huawei,88.219,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_NAK_NORTH_LAC,23.61,CLOSED,OTHER,,NORTHEAST_R,MAZANDARAN_P,4,"Sep 5, 2022 1:45 PM",Confirmed,1.44,8.42,Daily_Weekly
13820906,NF_04092022000026508,MAJOR,HUAWEI,"MSSRA | LABEL=B5110E-B5111E-B5112E, GCI=432114E8F",2G_PSR_ATT_Huawei,85.228,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_NAK_NORTH_LAC,23.6,CLOSED,OTHER,,NORTHEAST_R,MAZANDARAN_P,4,"Sep 5, 2022 1:45 PM",Confirmed,1.44,8.42,Daily_Weekly
13820909,NF_04092022000026510,MAJOR,HUAWEI,"MSSRA | LABEL=B5110E_6191, GCI=43211182F",2G_PSR_ATT_Huawei,87.814,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_NAK_NORTH_LAC,23.58,CLOSED,OTHER,,NORTHEAST_R,MAZANDARAN_P,2,"Sep 5, 2022 1:45 PM",Confirmed,1.43,8.44,Daily_Weekly
13820913,NF_04092022000026511,MAJOR,HUAWEI,"MSURB | LABEL=ORUMIEH, GCI=432114FD9",2G_PSR_ATT_Huawei,87.166,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_NAK_HUAWEI_LAC,45.1,CLOSED,OTHER,,WEST_R,AZARGHARBI_P,3,"Sep 5, 2022 3:21 PM",Confirmed,1.43,14.92,Daily_Weekly
13820918,NF_04092022000026513,MAJOR,HUAWEI,"MSBEB | LABEL=B040E, GCI=432111C2B",2G_LUSR_ATT_Huawei,91.034,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:15 PM",CTO_NAK_TEHRAN_LAC,46.75,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,2,"Sep 5, 2022 1:44 PM",Confirmed,1.43,16.59,Daily_Weekly
13820921,NF_04092022000026516,MAJOR,HUAWEI,"MSBEB | LABEL=LAC_1215, GCI=4321104BF",2G_LUSR_ATT_Huawei,90.466,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:16 PM",CTO_NAK_TEHRAN_LAC,70,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,3,"Sep 6, 2022 2:50 PM",Confirmed,1.43,24.98,Daily_Weekly
13820923,NF_04092022000026517,MAJOR,HUAWEI,"MSKZB | LABEL=B040E, GCI=432111C2B",2G_LUSR_ATT_Huawei,91.242,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:16 PM",CTO_NAK_TEHRAN_LAC,47.87,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,2,"Sep 5, 2022 1:44 PM",Confirmed,1.42,17.7,Daily_Weekly
13820926,NF_04092022000026520,MAJOR,HUAWEI,"MSKZB | LABEL=LAC_1215, GCI=4321104BF",2G_LUSR_ATT_Huawei,89.731,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:16 PM",CTO_NAK_TEHRAN_LAC,68.42,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,5,"Sep 6, 2022 2:51 PM",Confirmed,1.42,23.39,Daily_Weekly
13820929,NF_04092022000026522,MAJOR,,"MSRHC | LABEL=B039E, GCI=432111457",2G_LUSR_ATT_Huawei,91.192,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:16 PM",CTO_NAK_TEHRAN_LAC,49.85,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,2,"Sep 4, 2022 2:16 PM",Confirmed,1.42,19.61,Daily_Weekly
13820931,NF_04092022000026523,MAJOR,HUAWEI,"MSRHC | LABEL=B040E, GCI=432111C2B",2G_LUSR_ATT_Huawei,90.923,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:16 PM",CTO_NAK_TEHRAN_LAC,165.95,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,7,"Sep 10, 2022 1:53 PM",Confirmed,1.42,51.78,Daily_Weekly
13820932,NF_04092022000026525,MAJOR,HUAWEI,"MSRHC | LABEL=B045E, GCI=432112012",2G_LUSR_ATT_Huawei,86.907,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:16 PM",CTO_NAK_TEHRAN_LAC,68.46,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,3,"Sep 6, 2022 2:51 PM",Confirmed,1.41,23.36,Daily_Weekly
13820933,NF_04092022000026526,MAJOR,HUAWEI,"MSRHC | LABEL=LAC_1215, GCI=4321104BF",2G_LUSR_ATT_Huawei,90.677,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,04-Sep-2022 10:00:00,"Sep 4, 2022 2:16 PM",CTO_NAK_TEHRAN_LAC,70.06,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 6, 2022 2:51 PM",Confirmed,1.41,24.98,Daily_Weekly
